[ENDING1],[ENDING2],[STARTPHRASE],[LABEL]
"Makanan khas Sunda, yaitu seblak kian naik daun karena rasanya yang ibarat pedas-pedas cabai. Dengan demikian, seblak, makanan khas Sunda, semakin terkenal karena cita rasanya yang membuat ketagihan.","Makanan khas Sunda, yaitu seblak kian naik daun karena rasanya yang ibarat pedas-pedas cabai. Dengan demikian, seblak, makanan khas Sunda, semakin terkenal karena cita rasanya yang membuat kapok.","Makanan khas Sunda, yaitu seblak kian naik daun karena rasanya yang ibarat pedas-pedas cabai.",0
"Makanan khas Sunda, yaitu seblak kian naik daun karena rasanya yang ibarat pahit-pahit sambilata. Dengan demikian, seblak, makanan khas Sunda, semakin terkenal karena cita rasanya yang membuat ketagihan.","Makanan khas Sunda, yaitu seblak kian naik daun karena rasanya yang ibarat pahit-pahit sambilata. Dengan demikian, seblak, makanan khas Sunda, semakin terkenal karena cita rasanya yang membuat kapok.","Makanan khas Sunda, yaitu seblak kian naik daun karena rasanya yang ibarat pahit-pahit sambilata.",1
"Tokoh Rahwana dalam Hikayat Rama Sinta adalah keangkaramurkaan yang membawa kesengsaraan dan perpisahan bagi banyak orang. Dengan demikian, tokoh Rahwana dari Hikayat Rama Sinta adalah tokoh yang jahat.","Tokoh Rahwana dalam Hikayat Rama Sinta adalah keangkaramurkaan yang membawa kesengsaraan dan perpisahan bagi banyak orang. Dengan demikian, tokoh Rahwana dari Hikayat Rama Sinta adalah tokoh yang baik hati.",Tokoh Rahwana dalam Hikayat Rama Sinta adalah keangkaramurkaan yang membawa kesengsaraan dan perpisahan bagi banyak orang.,0
"Tokoh Rahwana dalam Hikayat Rama Sinta adalah anugerah abadi yang muncul untuk menghibur hati yang lara. Dengan demikian, tokoh Rahwana dari Hikayat Rama Sinta adalah tokoh yang jahat.","Tokoh Rahwana dalam Hikayat Rama Sinta adalah anugerah abadi yang muncul untuk menghibur hati yang lara. Dengan demikian, tokoh Rahwana dari Hikayat Rama Sinta adalah tokoh yang baik hati.",Tokoh Rahwana dalam Hikayat Rama Sinta adalah anugerah abadi yang muncul untuk menghibur hati yang lara.,1
"Kebakaran hutan kemarin sore bagai amukan Banaspati yang mengibaskan lidah panjangnya ke segala penjuru. Dengan demikian, kebakaran hutan kemarin sore terjadi dengan sangat berkobar-kobar.","Kebakaran hutan kemarin sore bagai amukan Banaspati yang mengibaskan lidah panjangnya ke segala penjuru. Dengan demikian, kebakaran hutan kemarin sore terjadi dengan sangat redup.",Kebakaran hutan kemarin sore bagai amukan Banaspati yang mengibaskan lidah panjangnya ke segala penjuru.,0
"Kebakaran hutan kemarin sore bagai nyala lampu minyak yang sumbunya hampir habis terbakar. Dengan demikian, kebakaran hutan kemarin sore terjadi dengan sangat berkobar-kobar.","Kebakaran hutan kemarin sore bagai nyala lampu minyak yang sumbunya hampir habis terbakar. Dengan demikian, kebakaran hutan kemarin sore terjadi dengan sangat redup.",Kebakaran hutan kemarin sore bagai nyala lampu minyak yang sumbunya hampir habis terbakar.,1
"Hujatan demi hujatan yang bagaikan lemparan air comberan busuk di wajahnya ia lalui dengan sabar dan ikhlas. Dengan demikian, ia sabar dan ikhlas menghadapi hujatan yang penuh penghinaan.","Hujatan demi hujatan yang bagaikan lemparan air comberan busuk di wajahnya ia lalui dengan sabar dan ikhlas. Dengan demikian, ia sabar dan ikhlas menghadapi hujatan yang penuh hikmah.",Hujatan demi hujatan yang bagaikan lemparan air comberan busuk di wajahnya ia lalui dengan sabar dan ikhlas.,0
"Hujatan demi hujatan yang bagaikan tetesan embun pagi di wajahnya ia lalui dengan sabar dan ikhlas. Dengan demikian, ia sabar dan ikhlas menghadapi hujatan yang penuh penghinaan.","Hujatan demi hujatan yang bagaikan tetesan embun pagi di wajahnya ia lalui dengan sabar dan ikhlas. Dengan demikian, ia sabar dan ikhlas menghadapi hujatan yang penuh hikmah.",Hujatan demi hujatan yang bagaikan tetesan embun pagi di wajahnya ia lalui dengan sabar dan ikhlas.,1
"Bagi orang zaman dahulu, bersekolah itu ibarat walau harus dilakukan sambil berjalanan merangkak, selama mata masih membuka, mereka akan tetap berusaha untuk berangkat. Dengan demikian, bagi orang zaman dahulu, bersekolah itu penuh perjuangan.","Bagi orang zaman dahulu, bersekolah itu ibarat walau harus dilakukan sambil berjalanan merangkak, selama mata masih membuka, mereka akan tetap berusaha untuk berangkat. Dengan demikian, bagi orang zaman dahulu, bersekolah itu bersantai-santai saja.","Bagi orang zaman dahulu, bersekolah itu ibarat walau harus dilakukan sambil berjalanan merangkak, selama mata masih membuka, mereka akan tetap berusaha untuk berangkat.",0
"Bagi orang zaman dahulu, bersekolah itu ibarat juragan kontrakan 20 pintu yang tinggal ongkang-ongkang kaki menunggu uang sewa. Dengan demikian, bagi orang zaman dahulu, bersekolah itu penuh perjuangan.","Bagi orang zaman dahulu, bersekolah itu ibarat juragan kontrakan 20 pintu yang tinggal ongkang-ongkang kaki menunggu uang sewa. Dengan demikian, bagi orang zaman dahulu, bersekolah itu bersantai-santai saja.","Bagi orang zaman dahulu, bersekolah itu ibarat juragan kontrakan 20 pintu yang tinggal ongkang-ongkang kaki menunggu uang sewa.",1
"Program pemerintah Bantuan Langsung Tunai itu ibarat memberi ikan kepada rakyat. Dengan demikian, program Bantuan Langsung Tunai dari pemerintah ini dianggap percuma.","Program pemerintah Bantuan Langsung Tunai itu ibarat memberi ikan kepada rakyat. Dengan demikian, program Bantuan Langsung Tunai dari pemerintah ini dianggap berguna.",Program pemerintah Bantuan Langsung Tunai itu ibarat memberi ikan kepada rakyat.,0
"Program pemerintah Bantuan Langsung Tunai itu ibarat memberi kail kepada rakyat. Dengan demikian, program Bantuan Langsung Tunai dari pemerintah ini dianggap percuma.","Program pemerintah Bantuan Langsung Tunai itu ibarat memberi kail kepada rakyat. Dengan demikian, program Bantuan Langsung Tunai dari pemerintah ini dianggap berguna.",Program pemerintah Bantuan Langsung Tunai itu ibarat memberi kail kepada rakyat.,1
"Perpisahan adalah luka dalam yang terus membekas dalam ingatan. Dengan demikian, perpisahan adalah hal yang menyakitkan.","Perpisahan adalah luka dalam yang terus membekas dalam ingatan. Dengan demikian, perpisahan adalah hal yang menyenangkan.",Perpisahan adalah luka dalam yang terus membekas dalam ingatan.,0
"Perpisahan adalah tegukan air dingin di siang hari yang kerontang. Dengan demikian, perpisahan adalah hal yang menyakitkan.","Perpisahan adalah tegukan air dingin di siang hari yang kerontang. Dengan demikian, perpisahan adalah hal yang menyenangkan.",Perpisahan adalah tegukan air dingin di siang hari yang kerontang.,1
"Rezeki setelah menikah itu bagaikan hujan deras yang jatuh ke bumi dan mengalir sampai jauh ke sungai-sungai. Dengan demikian, rezeki setelah menikah itu melimpah.","Rezeki setelah menikah itu bagaikan hujan deras yang jatuh ke bumi dan mengalir sampai jauh ke sungai-sungai. Dengan demikian, rezeki setelah menikah itu berkekurangan.",Rezeki setelah menikah itu bagaikan hujan deras yang jatuh ke bumi dan mengalir sampai jauh ke sungai-sungai.,0
"Rezeki setelah menikah itu bagaikan musim paceklik dan kemarau yang melanda desa. Dengan demikian, rezeki setelah menikah itu melimpah.","Rezeki setelah menikah itu bagaikan musim paceklik dan kemarau yang melanda desa. Dengan demikian, rezeki setelah menikah itu berkekurangan.",Rezeki setelah menikah itu bagaikan musim paceklik dan kemarau yang melanda desa.,1
"Pandemi Covid-19 membuat gaya hidup masyarakat bagai besar pasak daripada tiang. Dengan demikian, pandemi Covid-19 membuat gaya hidup masyarakat kekurangan.","Pandemi Covid-19 membuat gaya hidup masyarakat bagai besar pasak daripada tiang. Dengan demikian, pandemi Covid-19 membuat gaya hidup masyarakat stabil.",Pandemi Covid-19 membuat gaya hidup masyarakat bagai besar pasak daripada tiang.,0
"Pandemi Covid-19 membuat gaya hidup masyarakat bagai timbangan yang bergerak sejajar. Dengan demikian, pandemi Covid-19 membuat gaya hidup masyarakat kekurangan.","Pandemi Covid-19 membuat gaya hidup masyarakat bagai timbangan yang bergerak sejajar. Dengan demikian, pandemi Covid-19 membuat gaya hidup masyarakat stabil.",Pandemi Covid-19 membuat gaya hidup masyarakat bagai timbangan yang bergerak sejajar.,1
"Kriteria tulisan yang diterima di koran nasional itu bagaikan menemukan huruf N di bungkus permen Yosan. Dengan demikian, kriteria tulisan untuk bisa diterima koran nasional itu sangat sulit.","Kriteria tulisan yang diterima di koran nasional itu bagaikan menemukan huruf N di bungkus permen Yosan. Dengan demikian, kriteria tulisan untuk bisa diterima koran nasional itu sangat mudah.",Kriteria tulisan yang diterima di koran nasional itu bagaikan menemukan huruf N di bungkus permen Yosan.,0
"Kriteria tulisan yang diterima di koran nasional itu bagaikan menemukan air di lautan. Dengan demikian, kriteria tulisan untuk bisa diterima koran nasional itu sangat sulit.","Kriteria tulisan yang diterima di koran nasional itu bagaikan menemukan air di lautan. Dengan demikian, kriteria tulisan untuk bisa diterima koran nasional itu sangat mudah.",Kriteria tulisan yang diterima di koran nasional itu bagaikan menemukan air di lautan.,1
"Perempuan menjawab dengan presisi ketika ditanya ""mau makan apa"" itu bagaikan menunggu hujan emas. Dengan demikian, perempuan menjawab dengan presisi ketika ditanya ""mau makan apa"" itu sangatlah mustahil.","Perempuan menjawab dengan presisi ketika ditanya ""mau makan apa"" itu bagaikan menunggu hujan emas. Dengan demikian, perempuan menjawab dengan presisi ketika ditanya ""mau makan apa"" itu sangatlah mungkin.","Perempuan menjawab dengan presisi ketika ditanya ""mau makan apa"" itu bagaikan menunggu hujan emas.",0
"Perempuan menjawab dengan presisi ketika ditanya ""mau makan apa"" itu bagaikan menunggu hujan saat langit sedang mendung. Dengan demikian, perempuan menjawab dengan presisi ketika ditanya ""mau makan apa"" itu sangatlah mustahil.","Perempuan menjawab dengan presisi ketika ditanya ""mau makan apa"" itu bagaikan menunggu hujan saat langit sedang mendung. Dengan demikian, perempuan menjawab dengan presisi ketika ditanya ""mau makan apa"" itu sangatlah mungkin.","Perempuan menjawab dengan presisi ketika ditanya ""mau makan apa"" itu bagaikan menunggu hujan saat langit sedang mendung.",1
"Melahirkan itu ibarat tulang belulang di dalam tubuh dipatahkan secara bersamaan. Dengan demikian, melahirkan itu sangat sakit.","Melahirkan itu ibarat tulang belulang di dalam tubuh dipatahkan secara bersamaan. Dengan demikian, melahirkan itu biasa saja.",Melahirkan itu ibarat tulang belulang di dalam tubuh dipatahkan secara bersamaan.,0
"Melahirkan itu ibarat bersin sampai keluar ingus. Dengan demikian, melahirkan itu sangat sakit.","Melahirkan itu ibarat bersin sampai keluar ingus. Dengan demikian, melahirkan itu biasa saja.",Melahirkan itu ibarat bersin sampai keluar ingus.,1
"Cita-cita itu bagaikan benang yang harus dipintal untuk menjadikannya sebagai lembaran-lembaran kain. Dengan demikian, cita-cita itu harus dirawat.","Cita-cita itu bagaikan benang yang harus dipintal untuk menjadikannya sebagai lembaran-lembaran kain. Dengan demikian, cita-cita itu dibiarkan begitu saja.",Cita-cita itu bagaikan benang yang harus dipintal untuk menjadikannya sebagai lembaran-lembaran kain.,0
"Cita-cita itu bagaikan asap yang dibiarkan hilang dengan sendirinya. Dengan demikian, cita-cita itu harus dirawat.","Cita-cita itu bagaikan asap yang dibiarkan hilang dengan sendirinya. Dengan demikian, cita-cita itu dibiarkan begitu saja.",Cita-cita itu bagaikan asap yang dibiarkan hilang dengan sendirinya.,1
"Keluarga adalah rumah tempat kita kembali saat lelah selepas bekerja, penat selepas belajar di sekolah, lelah setelah bermain di luar, dan berlindung saat sedang tertimpa musibah. Dengan demikian, keluarga itu memberikan kenyamanan.","Keluarga adalah rumah tempat kita kembali saat lelah selepas bekerja, penat selepas belajar di sekolah, lelah setelah bermain di luar, dan berlindung saat sedang tertimpa musibah. Dengan demikian, keluarga itu memberikan kerunyaman.","Keluarga adalah rumah tempat kita kembali saat lelah selepas bekerja, penat selepas belajar di sekolah, lelah setelah bermain di luar, dan berlindung saat sedang tertimpa musibah.",0
"Keluarga adalah neraka yang tidak ingin ditinggali sedetik pun. Dengan demikian, keluarga itu memberikan kenyamanan.","Keluarga adalah neraka yang tidak ingin ditinggali sedetik pun. Dengan demikian, keluarga itu memberikan kerunyaman.",Keluarga adalah neraka yang tidak ingin ditinggali sedetik pun.,1
"Jika kamu berminat untuk mencalonkan diri sebagai presiden, kamu harus mengalahkan kandidat dari Partai X yang elektabilitasnya meroket sampai puncak Gunung Jayawijaya. Dengan demikian, jika kamu berminat untuk mencalonkan diri sebagai presiden, kamu harus mengalahkan kandidat dari Partai X yang elektabilitasnya tinggi.","Jika kamu berminat untuk mencalonkan diri sebagai presiden, kamu harus mengalahkan kandidat dari Partai X yang elektabilitasnya meroket sampai puncak Gunung Jayawijaya. Dengan demikian, jika kamu berminat untuk mencalonkan diri sebagai presiden, kamu harus mengalahkan kandidat dari Partai X yang elektabilitasnya rendah.","Jika kamu berminat untuk mencalonkan diri sebagai presiden, kamu harus mengalahkan kandidat dari Partai X yang elektabilitasnya meroket sampai puncak Gunung Jayawijaya.",0
"Jika kamu berminat untuk mencalonkan diri sebagai presiden, kamu harus mengalahkan kandidat dari Partai X yang elektabilitasnya jongkok. Dengan demikian, jika kamu berminat untuk mencalonkan diri sebagai presiden, kamu harus mengalahkan kandidat dari Partai X yang elektabilitasnya tinggi.","Jika kamu berminat untuk mencalonkan diri sebagai presiden, kamu harus mengalahkan kandidat dari Partai X yang elektabilitasnya jongkok. Dengan demikian, jika kamu berminat untuk mencalonkan diri sebagai presiden, kamu harus mengalahkan kandidat dari Partai X yang elektabilitasnya rendah.","Jika kamu berminat untuk mencalonkan diri sebagai presiden, kamu harus mengalahkan kandidat dari Partai X yang elektabilitasnya jongkok.",1
"Bukan bermaksud menghakimi, tapi dia berbicara seolah hanya dia yang paham bahwa 1+1=2. Dengan demikian, bukan bermaksud menghakimi, tapi dia berbicara seolah paling benar.","Bukan bermaksud menghakimi, tapi dia berbicara seolah hanya dia yang paham bahwa 1+1=2. Dengan demikian, bukan bermaksud menghakimi, tapi dia berbicara seolah lemah lembut.","Bukan bermaksud menghakimi, tapi dia berbicara seolah hanya dia yang paham bahwa 1+1=2.",0
"Bukan bermaksud menghakimi, tapi dia berbicara seolah putri keraton yang luhur budi pekertinya. Dengan demikian, bukan bermaksud menghakimi, tapi dia berbicara seolah paling benar.","Bukan bermaksud menghakimi, tapi dia berbicara seolah putri keraton yang luhur budi pekertinya. Dengan demikian, bukan bermaksud menghakimi, tapi dia berbicara seolah lemah lembut.","Bukan bermaksud menghakimi, tapi dia berbicara seolah putri keraton yang luhur budi pekertinya.",1
"Sastra adalah suguhan bagi jiwa-jiwa yang ingin sejenak kabur dari realitas. Dengan demikian, sastra adalah karya yang menyenangkan.","Sastra adalah suguhan bagi jiwa-jiwa yang ingin sejenak kabur dari realitas. Dengan demikian, sastra adalah karya yang memuakkan.",Sastra adalah suguhan bagi jiwa-jiwa yang ingin sejenak kabur dari realitas.,0
"Sastra adalah debat panas antara calon pemimpin saat kampanye. Dengan demikian, sastra adalah karya yang menyenangkan.","Sastra adalah debat panas antara calon pemimpin saat kampanye. Dengan demikian, sastra adalah karya yang memuakkan.",Sastra adalah debat panas antara calon pemimpin saat kampanye.,1
"Sakit bagi si miskin yang berobat menggunakan BPJS di rumah sakit bagaikan bertarung dengan harimau di hutan belantara. Dengan demikian, sakit bagi si miskin yang berobat menggunakan BPJS di rumah sakit itu dipersulit.","Sakit bagi si miskin yang berobat menggunakan BPJS di rumah sakit bagaikan bertarung dengan harimau di hutan belantara. Dengan demikian, sakit bagi si miskin yang berobat menggunakan BPJS di rumah sakit itu dimudahkan.",Sakit bagi si miskin yang berobat menggunakan BPJS di rumah sakit bagaikan bertarung dengan harimau di hutan belantara.,0
